127.0.0.1 - - [09/Sep/2016:13:38:04 -0300] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:38:56 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:38:56 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:38:56 -0300] "GET /ProjetoJSF/javax.faces.resource/consulta-pessoas.css.xhtml?ln=css HTTP/1.1" 200 392
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:39:08 -0300] "GET /ProjetoJSF/CadastroPessoas.xhtml HTTP/1.1" 200 3240
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:39:08 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:39:08 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:39:11 -0300] "GET /ProjetoJSF/ConsultaPessoas.xhtml HTTP/1.1" 200 2918
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:39:11 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:39:11 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:39:11 -0300] "GET /ProjetoJSF/javax.faces.resource/consulta-pessoas.css.xhtml?ln=css HTTP/1.1" 200 392
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:40:05 -0300] "GET /ProjetoJSF/Home.xhtml HTTP/1.1" 200 1170
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:40:06 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:40:07 -0300] "GET /ProjetoJSF/ConsultaPessoas.xhtml HTTP/1.1" 200 2918
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:40:08 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:40:08 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:40:08 -0300] "GET /ProjetoJSF/javax.faces.resource/consulta-pessoas.css.xhtml?ln=css HTTP/1.1" 200 392
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:40:37 -0300] "GET /ProjetoJSF/Home.xhtml HTTP/1.1" 200 1170
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:40:37 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:40:39 -0300] "GET /ProjetoJSF/ConsultaPessoas.xhtml HTTP/1.1" 200 2921
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:40:39 -0300] "GET /ProjetoJSF/javax.faces.resource/consulta-pessoas.css.xhtml?ln=css HTTP/1.1" 200 392
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:40:39 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:40:39 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:40:45 -0300] "GET /ProjetoJSF/CadastroPessoas.xhtml HTTP/1.1" 200 3240
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:40:46 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:40:46 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:40:49 -0300] "POST /ProjetoJSF/CadastroPessoas.xhtml HTTP/1.1" 200 3668
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:40:50 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&amp;stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:41:28 -0300] "GET /ProjetoJSF/CadastroPessoas.xhtml HTTP/1.1" 200 3240
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:41:28 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:41:28 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:41:32 -0300] "GET /ProjetoJSF/ConsultaPessoas.xhtml HTTP/1.1" 200 2920
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:41:32 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:41:32 -0300] "GET /ProjetoJSF/javax.faces.resource/consulta-pessoas.css.xhtml?ln=css HTTP/1.1" 200 392
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:41:32 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:41:37 -0300] "GET /ProjetoJSF/CadastroPessoas.xhtml?codigo=2 HTTP/1.1" 200 3333
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:41:37 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:41:38 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:41:39 -0300] "GET /ProjetoJSF/CadastroPessoas.xhtml HTTP/1.1" 200 3239
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:41:40 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:41:40 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:41:42 -0300] "GET /ProjetoJSF/Home.xhtml HTTP/1.1" 200 1170
0:0:0:0:0:0:0:1 - - [09/Sep/2016:13:41:42 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:00:16 -0300] "GET /ProjetoJSF/ConsultaLancamento.xhtml HTTP/1.1" 200 3157
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:00:19 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:00:19 -0300] "GET /ProjetoJSF/javax.faces.resource/consulta-lancamentos.css.xhtml?ln=css HTTP/1.1" 200 499
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:00:19 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:00:26 -0300] "GET /ProjetoJSF/CadastroLancamento.xhtml HTTP/1.1" 200 3612
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:00:27 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:00:27 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:00:29 -0300] "GET /ProjetoJSF/CadastroLancamento.xhtml HTTP/1.1" 200 3612
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:00:29 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:00:29 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:00:31 -0300] "GET /ProjetoJSF/ConsultaLancamento.xhtml HTTP/1.1" 200 3159
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:00:32 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:00:32 -0300] "GET /ProjetoJSF/javax.faces.resource/consulta-lancamentos.css.xhtml?ln=css HTTP/1.1" 200 499
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:00:32 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:00:33 -0300] "GET /ProjetoJSF/CadastroLancamento.xhtml HTTP/1.1" 200 3612
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:00:33 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:00:33 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:00:35 -0300] "GET /ProjetoJSF/Home.xhtml HTTP/1.1" 200 1170
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:00:36 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:01:02 -0300] "GET /ProjetoJSF/Home.xhtml HTTP/1.1" 200 1170
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:01:02 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:01:05 -0300] "GET /ProjetoJSF/ConsultaLancamento.xhtml HTTP/1.1" 200 3158
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:01:05 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:01:05 -0300] "GET /ProjetoJSF/javax.faces.resource/consulta-lancamentos.css.xhtml?ln=css HTTP/1.1" 200 499
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:01:05 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:01:07 -0300] "GET /ProjetoJSF/CadastroLancamento.xhtml HTTP/1.1" 200 3613
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:01:07 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:01:07 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:01:09 -0300] "POST /ProjetoJSF/CadastroLancamento.xhtml HTTP/1.1" 200 4158
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:01:09 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&amp;stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:01:17 -0300] "GET /ProjetoJSF/CadastroLancamento.xhtml HTTP/1.1" 200 3612
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:01:17 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:01:17 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:01:19 -0300] "POST /ProjetoJSF/CadastroLancamento.xhtml HTTP/1.1" 200 2175
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:01:20 -0300] "POST /ProjetoJSF/CadastroLancamento.xhtml HTTP/1.1" 200 2014
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:01:21 -0300] "GET /ProjetoJSF/ConsultaPessoas.xhtml HTTP/1.1" 200 2921
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:01:22 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:01:22 -0300] "GET /ProjetoJSF/javax.faces.resource/consulta-pessoas.css.xhtml?ln=css HTTP/1.1" 200 392
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:01:22 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:02:24 -0300] "GET /ProjetoJSF/Home.xhtml HTTP/1.1" 200 1170
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:02:25 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:02:26 -0300] "GET /ProjetoJSF/ConsultaPessoas.xhtml HTTP/1.1" 200 2932
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:02:26 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:02:26 -0300] "GET /ProjetoJSF/javax.faces.resource/consulta-pessoas.css.xhtml?ln=css HTTP/1.1" 200 392
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:02:26 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:03:12 -0300] "GET /ProjetoJSF/Home.xhtml HTTP/1.1" 200 1170
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:03:13 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:04:33 -0300] "GET /ProjetoJSF/Home.xhtml HTTP/1.1" 200 1170
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:04:33 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:04:34 -0300] "GET /ProjetoJSF/ConsultaLancamento.xhtml HTTP/1.1" 200 3159
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:04:34 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:04:34 -0300] "GET /ProjetoJSF/javax.faces.resource/consulta-lancamentos.css.xhtml?ln=css HTTP/1.1" 200 499
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:04:34 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:04:38 -0300] "GET /ProjetoJSF/ConsultaPessoas.xhtml HTTP/1.1" 200 2934
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:04:38 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:04:38 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:04:38 -0300] "GET /ProjetoJSF/javax.faces.resource/consulta-pessoas.css.xhtml?ln=css HTTP/1.1" 200 392
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:04:41 -0300] "GET /ProjetoJSF/Home.xhtml HTTP/1.1" 200 1170
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:04:41 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:26:45 -0300] "GET /ProjetoJSF/Home.xhtml HTTP/1.1" 200 1170
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:26:46 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:26:48 -0300] "GET /ProjetoJSF/ConsultaLancamento.xhtml HTTP/1.1" 200 3159
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:26:50 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:26:50 -0300] "GET /ProjetoJSF/javax.faces.resource/consulta-lancamentos.css.xhtml?ln=css HTTP/1.1" 200 499
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:26:50 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:02 -0300] "GET /ProjetoJSF/Home.xhtml HTTP/1.1" 200 1170
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:02 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:04 -0300] "GET /ProjetoJSF/ConsultaLancamento.xhtml HTTP/1.1" 200 3159
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:04 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:04 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:04 -0300] "GET /ProjetoJSF/javax.faces.resource/consulta-lancamentos.css.xhtml?ln=css HTTP/1.1" 200 499
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:06 -0300] "GET /ProjetoJSF/CadastroLancamento.xhtml HTTP/1.1" 200 3611
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:08 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:08 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:30 -0300] "GET /ProjetoJSF/ConsultaPessoas.xhtml HTTP/1.1" 200 2933
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:31 -0300] "GET /ProjetoJSF/javax.faces.resource/consulta-pessoas.css.xhtml?ln=css HTTP/1.1" 200 392
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:31 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:31 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:34 -0300] "GET /ProjetoJSF/CadastroPessoas.xhtml HTTP/1.1" 200 3240
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:35 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:35 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:37 -0300] "POST /ProjetoJSF/CadastroPessoas.xhtml HTTP/1.1" 200 3668
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:37 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&amp;stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:40 -0300] "GET /ProjetoJSF/ConsultaPessoas.xhtml HTTP/1.1" 200 2933
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:41 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:41 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:41 -0300] "GET /ProjetoJSF/javax.faces.resource/consulta-pessoas.css.xhtml?ln=css HTTP/1.1" 200 392
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:42 -0300] "GET /ProjetoJSF/CadastroPessoas.xhtml?codigo=2 HTTP/1.1" 200 3332
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:43 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:43 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:48 -0300] "GET /ProjetoJSF/CadastroPessoas.xhtml HTTP/1.1" 200 3240
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:48 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:48 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:52 -0300] "GET /ProjetoJSF/Home.xhtml HTTP/1.1" 200 1170
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:29:52 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:30:00 -0300] "GET /ProjetoJSF/ConsultaLancamento.xhtml HTTP/1.1" 200 3159
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:30:01 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:30:01 -0300] "GET /ProjetoJSF/javax.faces.resource/consulta-lancamentos.css.xhtml?ln=css HTTP/1.1" 200 499
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:30:01 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:30:05 -0300] "GET /ProjetoJSF/CadastroLancamento.xhtml HTTP/1.1" 200 3611
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:30:05 -0300] "GET /ProjetoJSF/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Sep/2016:14:30:05 -0300] "GET /ProjetoJSF/javax.faces.resource/sistema.css.xhtml?ln=css HTTP/1.1" 200 1784
